1, 150
2, 150
3, 150
4, 150
5, 150
6, 150
7, 150
8, 150
9, 150
10, 150
11, 150
12, 150
13, 150
14, 150
15, 150
16, 150
17, 150
18, 150
19, 150
20, 150
21, 150
22, 150
23, 150
24, 150
25, 150
26, 150
27, 150
28, 150
29, 150
30, 150
31, 150
32, 150
33, 150
34, 150
35, 150
36, 150
37, 150
38, 150
39, 150
40, 150
41, 150
42, 150
43, 150
44, 150
45, 150
46, 150
47, 150
48, 150
49, 150
50, 150
51, 150
52, 150
53, 150
54, 150
55, 150
56, 150
57, 150
58, 150
59, 150
60, 150
61, 150
62, 150
63, 150
64, 150
65, 150
66, 150
67, 150
68, 150
69, 150
72, 150
73, 150
75, 150
76, 150
77, 150
78, 150
79, 150
80, 150
81, 150
82, 150
83, 150
84, 150
85, 150
86, 150
87, 150
88, 150
89, 150
90, 150
91, 150
92, 150
93, 150
94, 150
95, 150
96, 150
97, 150
98, 150
99, 150
100, 150
101, 150
102, 150
103, 150
104, 150
105, 150
106, 150
107, 150
108, 150
109, 150
110, 150
111, 150
112, 150
113, 150
114, 150
115, 150
116, 150
117, 150
118, 150
119, 150
120, 150
121, 150
122, 150
123, 150
124, 150
125, 150
126, 150
127, 150
128, 150
129, 150
130, 150
131, 150
132, 150
133, 150
134, 150
135, 150
136, 150
137, 150
138, 150
139, 150
140, 150
141, 150
142, 150
143, 150
144, 150
145, 150
146, 150
147, 150
148, 150
149, 150
150, 150
151, 150
152, 150
153, 150
154, 150
155, 150
156, 150
157, 150
158, 150
159, 150
160, 150
161, 150
162, 150
163, 150
164, 150
165, 150
166, 150
167, 150
168, 150
169, 150
170, 150
171, 150
172, 150
173, 150
174, 150
175, 150
176, 150
177, 150
178, 150
179, 150
180, 150
181, 150
182, 150
183, 150
184, 150
185, 150
186, 150
187, 150
188, 150
189, 150
190, 150
191, 150
192, 150
193, 150
194, 150
195, 150
196, 150
197, 150
198, 150
199, 150
200, 150
201, 150
202, 150
203, 150
204, 150
205, 150
206, 150
207, 150
208, 150
209, 150
210, 150
211, 150
212, 150
213, 150
214, 150
215, 150
216, 150
217, 150
218, 150
219, 150
220, 150
221, 150
222, 150
223, 150
224, 150
225, 150
226, 150
227, 150
228, 150
229, 150
230, 150
231, 150
232, 150
233, 150
234, 150
235, 150
236, 150
237, 150
238, 150
239, 150
240, 150
241, 150
242, 150
243, 150
244, 150
245, 150
246, 150
247, 150
248, 150
249, 150
250, 150
251, 150
252, 150
253, 150
254, 150
255, 150
256, 150
257, 150
258, 150
259, 150
260, 150
261, 150
262, 150
263, 150
264, 150
268, 150
269, 150
270, 150
271, 150
272, 150
273, 150
289, 150
290, 150
291, 150
292, 150
293, 150
294, 150
295, 150
296, 150
297, 150
298, 150
299, 150
305, 150
304, 150
303, 150
20000, 300
20001, 300
20002, 300
20003, 300
20004, 300
20005, 300
20006, 300
20007, 300
20008, 300
20009, 300
20010, 300
20011, 300
20012, 300
20013, 300
20014, 300
20015, 300
20016, 300
20017, 300
20018, 300
20019, 300
20020, 300
20021, 300
20022, 300
20023, 300
20024, 300
20025, 300
20026, 300
20027, 300
20028, 300
20029, 300
20030, 300
20031, 300
20032, 300
20033, 300
20034, 300
20035, 300
20036, 300
20037, 300
20038, 300
20039, 300
20040, 300
20041, 300
20042, 300
20043, 300
20044, 300
20045, 300
20046, 300
20047, 300
20048, 300
20049, 300
20050, 300
20051, 300
20052, 300
20053, 300
20054, 300
20055, 300
20056, 300
20057, 300
20058, 300
20059, 300
20060, 300
20061, 300
20062, 300
20063, 300
20064, 300
20065, 300
20066, 300
20067, 300
20068, 300
20069, 300
20070, 300
20071, 300
20072, 300
20073, 300
20074, 300
20075, 300
20076, 300
20077, 300
20078, 300
20079, 300
20080, 300
20081, 300
20082, 300
20083, 300
20084, 300
20085, 300
20086, 300
20087, 300
20088, 300
20089, 300
20090, 300
20091, 300
20092, 300
20093, 300
20094, 300
20095, 300
20096, 300
20097, 300
20098, 300
20099, 300
20100, 300
20101, 300
20102, 300
20103, 300
20104, 300
20105, 300
20106, 300
20107, 300
20108, 300
20109, 300
20110, 300
20111, 300
20112, 300
20113, 300
20114, 300
20115, 300
20116, 300
20117, 300
20118, 300
20119, 300
20120, 300
20121, 300
20122, 300
20123, 300
20124, 300
20125, 300
20126, 300
20127, 300
20128, 300
20129, 300
20130, 300
20131, 300
20132, 300
20133, 300
20134, 300
20135, 300
20136, 300
20137, 300
20138, 300
20139, 300
20140, 300
20141, 300
20142, 300
20143, 300
20144, 300
20145, 300
20146, 300
20147, 300
20148, 300
20149, 300
20150, 300
20151, 300
20152, 300
20153, 300
20154, 300
20155, 300
20156, 300
20157, 300
20158, 300
20159, 300
20160, 300
20161, 300
-2093, 300
-2094, 300
-2095, 300
-2096, 300
-2097, 300
-2098, 300
